NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA
PIRIMICARBE;Quimico;1.000;P10;PIRIMICARBE;23103982;SIM;Berinjela;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
PIRIMICARBE;Quimico;1.000;P10;PIRIMICARBE;23103982;SIM;Pepino;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
PIRIMIFÓS-METÍLICO;Quimico;10.000;P12;PIRIMIFÓS-METÍLICO;29232937;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;06/08/2013 00:00:00.000000
PIRIPROXIFEM;Quimico;0.100;P34;PIRIPROXIFEM;95737681;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE N° 575, DE 8 DE MARÇO DE 2005;09/03/2005 00:00:00.000000;
PIRIPROXIFEM;Quimico;0.010;P34;PIRIPROXIFEM;95737681;SIM;Mandioquinha-salsa / Batata Baroa;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 974, DE 15 DE ABRIL DE 2019;17/04/2019 00:00:00.000000;
PIRIPROXIFEM;Quimico;0.200;P34;PIRIPROXIFEM;95737681;SIM;Maxixe;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 974, DE 15 DE ABRIL DE 2019;17/04/2019 00:00:00.000000;
PROCIMIDONA;Quimico;5.000;P33;PROCIMIDONA;32809168;SIM;Uva;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 6, DE 9 DE JANEIRO DE 2004;12/01/2004 00:00:00.000000;
Proexadiona cálcica;Quimico;0.010;P54;Proexadiona cálcica;127277536;SIM;Triticale;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 2669/ANVISA 2017;09/10/2017 00:00:00.000000;
TEBUCONAZOL;Quimico;0.200;T32;TEBUCONAZOL;107534963;SIM;Caqui;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TEBUCONAZOL;Quimico;0.300;T32;TEBUCONAZOL;107534963;SIM;Nabo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 667, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TEBUCONAZOL;Quimico;0.700;T32;TEBUCONAZOL;107534963;SIM;Nectarina;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 667, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TEBUCONAZOL;Quimico;0.100;T32;TEBUCONAZOL;107534963;SIM;Pimentão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;13/03/2016 00:00:00.000000
TEBUFENOZIDA;Quimico;0.050;T41;TEBUFENOZIDA;112410238;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TEFLUBENZUROM;Quimico;1.000;T33;TEFLUBENZUROM;83121180;SIM;Acerola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.100;T33;TEFLUBENZUROM;83121180;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.030;T33;TEFLUBENZUROM;83121180;SIM;Alho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.200;T33;TEFLUBENZUROM;83121180;SIM;Ameixa;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.187, DE 06 DE AGOSTO DE 2015;07/08/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;1.000;T33;TEFLUBENZUROM;83121180;SIM;Amora;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.050;T33;TEFLUBENZUROM;83121180;SIM;Batata-doce;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.030;T33;TEFLUBENZUROM;83121180;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.050;T33;TEFLUBENZUROM;83121180;SIM;Cenoura;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.010;T33;TEFLUBENZUROM;83121180;SIM;Chuchu;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.010;T33;TEFLUBENZUROM;83121180;SIM;Couve;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.187, DE 06 DE AGOSTO DE 2015;07/08/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.010;T33;TEFLUBENZUROM;83121180;SIM;Couve-Flor;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TIAMETOXAM;Quimico;0.020;T48;TIAMETOXAM;153719234;SIM;Repolho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;12/12/2012 00:00:00.000000
Tifluzamida;Quimico;0.050;T52;Tifluzamida;130000407;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIODICARBE;Quimico;0.040;T30;TIODICARBE;59669260;SIM;Aveia;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO- RE Nº 1.835, DE 22 DE ABRIL DE 2010;23/04/2010 00:00:00.000000;19/03/2017 00:00:00.000000
TIODICARBE;Quimico;0.200;T30;TIODICARBE;59669260;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 683, DE 17 DE MARÇO DE 2017;20/03/2017 00:00:00.000000;
TIODICARBE;Quimico;0.100;T30;TIODICARBE;59669260;SIM;Milheto;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.647, DE 21 DE JUNHO DE 2018;25/06/2018 00:00:00.000000;
TIODICARBE;Quimico;0.100;T30;TIODICARBE;59669260;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO- RE Nº 1.835, DE 22 DE ABRIL DE 2010;23/04/2010 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Abacate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.048, DE 27 DE JULHO DE 2018;03/08/2018 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Abacaxi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.100;T14;TIOFANATO-METÍLICO;23564058;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 855, DE 20 DE MARÇO DE 2006;22/03/2006 00:00:00.000000;04/12/2007 00:00:00.000000
TIOFANATO-METÍLICO;Quimico;0.100;T14;TIOFANATO-METÍLICO;23564058;SIM;Amendoim;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Arroz;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Banana;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.030;T14;TIOFANATO-METÍLICO;23564058;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;07/01/2018 00:00:00.000000
TIOFANATO-METÍLICO;Quimico;0.010;T14;TIOFANATO-METÍLICO;23564058;SIM;Canola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.080, DE 20 DE ABRIL DE 2017;24/04/2017 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.200;T14;TIOFANATO-METÍLICO;23564058;SIM;Centeio;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.048, DE 27 DE JULHO DE 2018;03/08/2018 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.200;T14;TIOFANATO-METÍLICO;23564058;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 34, DE 4 DE JANEIRO DE 2018;08/01/2018 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Cupuaçu;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.048, DE 27 DE JULHO DE 2018;03/08/2018 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;2.000;T14;TIOFANATO-METÍLICO;23564058;SIM;Ervilha;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;04/12/2007 00:00:00.000000
TIOFANATO-METÍLICO;Quimico;0.100;T14;TIOFANATO-METÍLICO;23564058;SIM;Feijão caupi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.500;T14;TIOFANATO-METÍLICO;23564058;SIM;Mirtilo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.141, DE 3 DE MAIO DE 2018;07/05/2018 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.200;T14;TIOFANATO-METÍLICO;23564058;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIOFANATO-METÍLICO;Quimico;0.700;T14;TIOFANATO-METÍLICO;23564058;SIM;Uva;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 3.751, DE 04 DE DEZEMBRO DE 2007;05/12/2007 00:00:00.000000;
TIRAM;Quimico;1.000;T16;TIRAM;137268;SIM;Batata;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 1.512, DE 21 DE JUNHO DE 2005;27/06/2005 00:00:00.000000;
TIRAM;Quimico;1.000;T16;TIRAM;137268;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIRAM;Quimico;0.300;T16;TIRAM;137268;SIM;Ervilha;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIRAM;Quimico;0.300;T16;TIRAM;137268;SIM;Feijão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIRAM;Quimico;0.300;T16;TIRAM;137268;SIM;Sorgo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIADIMEFOM;Quimico;0.100;T17;TRIADIMEFOM;43121433;SIM;Trigo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIADIMENOL;Quimico;0.200;T31;TRIADIMENOL;55219653;SIM;Abóbora;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIADIMENOL;Quimico;0.100;T31;TRIADIMENOL;55219653;SIM;Aveia;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIADIMENOL;Quimico;0.500;T31;TRIADIMENOL;55219653;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIADIMENOL;Quimico;0.100;T31;TRIADIMENOL;55219653;SIM;Cana-de-açúcar;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TRIAZOFÓS;Quimico;0.020;T18;TRIAZOFÓS;24017478;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.150;T33;TEFLUBENZUROM;83121180;SIM;Couve-Flor;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 1.316, DE 16 DE ABRIL DE 2013;17/04/2013 00:00:00.000000;01/01/2015 00:00:00.000000
TEFLUBENZUROM;Quimico;0.700;T33;TEFLUBENZUROM;83121180;SIM;Cupuaçu;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.700;T33;TEFLUBENZUROM;83121180;SIM;Kiwi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.050;T33;TEFLUBENZUROM;83121180;SIM;Mandioca;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.200;T33;TEFLUBENZUROM;83121180;SIM;Marmelo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.187, DE 06 DE AGOSTO DE 2015;07/08/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.010;T33;TEFLUBENZUROM;83121180;SIM;Maxixe;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.588, DE 18 DE SETEMBRO DE 2019;19/09/2019 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.100;T33;TEFLUBENZUROM;83121180;SIM;Milheto;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.187, DE 06 DE AGOSTO DE 2015;07/08/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.030;T33;TEFLUBENZUROM;83121180;SIM;Pimentão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 4.972, DE 30 DE DEZEMBRO DE 2014;02/01/2015 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.100;T33;TEFLUBENZUROM;83121180;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TEFLUBENZUROM;Quimico;0.300;T33;TEFLUBENZUROM;83121180;SIM;Triticale;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.187, DE 06 DE AGOSTO DE 2015;07/08/2015 00:00:00.000000;04/06/2017 00:00:00.000000
TETRACONAZOL;Quimico;0.050;T46;TETRACONAZOL;112281773;SIM;Abóbora;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.080;T46;TETRACONAZOL;112281773;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.400;T46;TETRACONAZOL;112281773;SIM;Melancia;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.200;T46;TETRACONAZOL;112281773;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIABENDAZOL;Quimico;10.000;T12;TIABENDAZOL;148798;SIM;Pêra;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIABENDAZOL;Quimico;0.010;T12;TIABENDAZOL;148798;SIM;Sorgo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 2904/ANVISA 2011;07/07/2011 00:00:00.000000;
TIAMETOXAM;Quimico;0.020;T48;TIAMETOXAM;153719234;SIM;Abobrinha;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIAMETOXAM;Quimico;0.100;T48;TIAMETOXAM;153719234;SIM;Café;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012;13/12/2012 00:00:00.000000;
TIAMETOXAM;Quimico;0.050;T48;TIAMETOXAM;153719234;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 166, DE 20 DE JANEIRO DE 2010;22/01/2010 00:00:00.000000;12/12/2012 00:00:00.000000
TIAMETOXAM;Quimico;0.020;T48;TIAMETOXAM;153719234;SIM;Feijão vagem;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
Triclopir-butotílico;Quimico;0.010;T28.1;Triclopir-butotílico;64700567;SIM;Trigo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 2.047, DE 27 DE JULHO DE 2018;03/08/2018 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;2.000;T54;TRIFLOXISTROBINA;141517217;SIM;Almeirão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.500;T54;TRIFLOXISTROBINA;141517217;SIM;Cevada;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005;27/01/2005 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.200;T54;TRIFLOXISTROBINA;141517217;SIM;Maxixe;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.500;T54;TRIFLOXISTROBINA;141517217;SIM;Pêra;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.500;T54;TRIFLOXISTROBINA;141517217;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005;27/01/2005 00:00:00.000000;
Triflumurom;Quimico;0.100;T34;Triflumurom;64628440;SIM;Tomate;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CAPTANA;Quimico;10.000;C02;CAPTANA;133062;SIM;Pepino;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CAPTANA;Quimico;25.000;C02;CAPTANA;133062;SIM;Pêra;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CAPTANA;Quimico;2.000;C02;CAPTANA;133062;SIM;Trigo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CARBARIL;Quimico;0.100;C03;CARBARIL;63252;SIM;Batata;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CARBARIL;Quimico;100.000;C03;CARBARIL;63252;SIM;Pastagens;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
CARBENDAZIM;Quimico;0.100;C24;CARBENDAZIM;10605217;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 2.932, DE 05 DE SETEMBRO DE 2006;06/09/2006 00:00:00.000000;
CARBOSSULFANO;Quimico;0.050;C26;CARBOSSULFANO;55285148;SIM;Arroz;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;03/10/2010 00:00:00.000000
CARBOSSULFANO;Quimico;0.050;C26;CARBOSSULFANO;55285148;SIM;Milho;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;03/10/2010 00:00:00.000000
Carfentrazona-etílica;Quimico;0.100;C49;Carfentrazona-etílica;128639021;SIM;Algodão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 1.896, DE 15 DE JULHO DE 2016;18/07/2016 00:00:00.000000;
